lon,lat,doy,seas,thresh
146.625,-16.125,353,28.29,29.55
146.625,-16.125,354,28.31,29.56
146.625,-16.125,355,28.33,29.58
146.625,-16.125,356,28.35,29.6
146.625,-16.125,357,28.37,29.62
146.625,-16.125,358,28.39,29.63
146.625,-16.125,359,28.41,29.65
146.625,-16.125,360,28.42,29.66
146.625,-16.125,361,28.44,29.68
146.625,-16.125,362,28.45,29.69
146.625,-16.125,363,28.47,29.69
146.625,-16.125,364,28.48,29.7
146.625,-16.125,365,28.49,29.71
146.625,-16.125,366,28.51,29.71
