lon,lat,doy,seas,thresh
-119.875,34.125,90,13.52,14.88
-119.875,34.125,91,13.51,14.86
-119.875,34.125,92,13.5,14.84
-119.875,34.125,93,13.49,14.82
-119.875,34.125,94,13.48,14.8
-119.875,34.125,95,13.47,14.79
-119.875,34.125,96,13.46,14.77
-119.875,34.125,97,13.45,14.76
-119.875,34.125,98,13.44,14.74
-119.875,34.125,99,13.43,14.73
-119.875,34.125,100,13.42,14.71
-119.875,34.125,101,13.41,14.7
-119.875,34.125,102,13.41,14.69
-119.875,34.125,103,13.4,14.68
-119.875,34.125,104,13.4,14.68
-119.875,34.125,105,13.39,14.68
-119.875,34.125,106,13.39,14.68
-119.875,34.125,107,13.39,14.69
-119.875,34.125,108,13.39,14.7
-119.875,34.125,109,13.4,14.71
-119.875,34.125,110,13.4,14.72
-119.875,34.125,111,13.41,14.73
-119.875,34.125,112,13.41,14.74
-119.875,34.125,113,13.42,14.76
-119.875,34.125,114,13.43,14.77
-119.875,34.125,115,13.44,14.78
-119.875,34.125,116,13.45,14.8
-119.875,34.125,117,13.46,14.81
-119.875,34.125,118,13.47,14.83
-119.875,34.125,119,13.48,14.85
-119.875,34.125,120,13.5,14.87
-119.875,34.125,121,13.51,14.9
-119.875,34.125,122,13.53,14.93
-119.875,34.125,123,13.55,14.97
-119.875,34.125,124,13.57,15
-119.875,34.125,125,13.59,15.04
-119.875,34.125,126,13.62,15.09
-119.875,34.125,127,13.65,15.13
-119.875,34.125,128,13.68,15.18
-119.875,34.125,129,13.71,15.23
-119.875,34.125,130,13.74,15.28
-119.875,34.125,131,13.77,15.33
-119.875,34.125,132,13.81,15.39
-119.875,34.125,133,13.84,15.44
-119.875,34.125,134,13.88,15.5
-119.875,34.125,135,13.91,15.55
-119.875,34.125,136,13.94,15.59
-119.875,34.125,137,13.98,15.64
-119.875,34.125,138,14.01,15.68
-119.875,34.125,139,14.04,15.72
-119.875,34.125,140,14.07,15.75
-119.875,34.125,141,14.1,15.79
-119.875,34.125,142,14.13,15.83
-119.875,34.125,143,14.16,15.86
-119.875,34.125,144,14.19,15.9
-119.875,34.125,145,14.22,15.93
-119.875,34.125,146,14.26,15.97
-119.875,34.125,147,14.3,16
-119.875,34.125,148,14.33,16.04
-119.875,34.125,149,14.37,16.07
-119.875,34.125,150,14.42,16.11
-119.875,34.125,151,14.46,16.15
-119.875,34.125,152,14.51,16.19
-119.875,34.125,153,14.55,16.23
-119.875,34.125,154,14.6,16.26
-119.875,34.125,155,14.65,16.3
-119.875,34.125,156,14.7,16.33
-119.875,34.125,157,14.75,16.37
-119.875,34.125,158,14.8,16.41
-119.875,34.125,159,14.85,16.44
-119.875,34.125,160,14.91,16.48
-119.875,34.125,161,14.96,16.51
-119.875,34.125,162,15.01,16.55
-119.875,34.125,163,15.06,16.59
-119.875,34.125,164,15.12,16.63
-119.875,34.125,165,15.17,16.68
-119.875,34.125,166,15.23,16.72
-119.875,34.125,167,15.28,16.77
-119.875,34.125,168,15.34,16.82
-119.875,34.125,169,15.39,16.87
-119.875,34.125,170,15.45,16.92
-119.875,34.125,171,15.51,16.98
-119.875,34.125,172,15.58,17.03
-119.875,34.125,173,15.64,17.09
-119.875,34.125,174,15.71,17.15
-119.875,34.125,175,15.78,17.21
-119.875,34.125,176,15.84,17.27
-119.875,34.125,177,15.91,17.34
-119.875,34.125,178,15.98,17.4
-119.875,34.125,179,16.05,17.47
-119.875,34.125,180,16.12,17.53
-119.875,34.125,181,16.19,17.6
-119.875,34.125,182,16.26,17.66
-119.875,34.125,183,16.32,17.73
-119.875,34.125,184,16.38,17.79
-119.875,34.125,185,16.44,17.86
-119.875,34.125,186,16.5,17.92
-119.875,34.125,187,16.56,17.99
-119.875,34.125,188,16.61,18.06
-119.875,34.125,189,16.67,18.14
-119.875,34.125,190,16.72,18.2
-119.875,34.125,191,16.78,18.27
-119.875,34.125,192,16.83,18.33
-119.875,34.125,193,16.88,18.4
-119.875,34.125,194,16.93,18.46
-119.875,34.125,195,16.99,18.53
-119.875,34.125,196,17.04,18.59
-119.875,34.125,197,17.09,18.65
-119.875,34.125,198,17.13,18.71
-119.875,34.125,199,17.18,18.76
-119.875,34.125,200,17.23,18.82
-119.875,34.125,201,17.27,18.87
-119.875,34.125,202,17.31,18.93
-119.875,34.125,203,17.35,18.98
-119.875,34.125,204,17.39,19.03
-119.875,34.125,205,17.43,19.09
-119.875,34.125,206,17.46,19.14
-119.875,34.125,207,17.49,19.18
-119.875,34.125,208,17.52,19.23
-119.875,34.125,209,17.55,19.28
-119.875,34.125,210,17.57,19.33
-119.875,34.125,211,17.59,19.38
-119.875,34.125,212,17.61,19.43
-119.875,34.125,213,17.63,19.47
-119.875,34.125,214,17.64,19.51
-119.875,34.125,215,17.66,19.54
-119.875,34.125,216,17.67,19.57
-119.875,34.125,217,17.69,19.6
-119.875,34.125,218,17.7,19.63
-119.875,34.125,219,17.71,19.65
-119.875,34.125,220,17.72,19.66
-119.875,34.125,221,17.72,19.67
-119.875,34.125,222,17.73,19.68
-119.875,34.125,223,17.73,19.69
-119.875,34.125,224,17.74,19.7
-119.875,34.125,225,17.74,19.7
-119.875,34.125,226,17.74,19.69
-119.875,34.125,227,17.74,19.69
-119.875,34.125,228,17.74,19.69
-119.875,34.125,229,17.73,19.68
-119.875,34.125,230,17.73,19.68
-119.875,34.125,231,17.73,19.67
-119.875,34.125,232,17.73,19.67
-119.875,34.125,233,17.72,19.67
-119.875,34.125,234,17.72,19.66
-119.875,34.125,235,17.72,19.66
-119.875,34.125,236,17.71,19.65
-119.875,34.125,237,17.71,19.65
-119.875,34.125,238,17.7,19.66
-119.875,34.125,239,17.7,19.65
-119.875,34.125,240,17.7,19.65
-119.875,34.125,241,17.69,19.65
-119.875,34.125,242,17.69,19.64
-119.875,34.125,243,17.69,19.64
-119.875,34.125,244,17.69,19.64
-119.875,34.125,245,17.69,19.64
-119.875,34.125,246,17.69,19.63
-119.875,34.125,247,17.69,19.63
-119.875,34.125,248,17.69,19.62
-119.875,34.125,249,17.69,19.61
-119.875,34.125,250,17.69,19.6
-119.875,34.125,251,17.69,19.6
-119.875,34.125,252,17.69,19.59
-119.875,34.125,253,17.7,19.59
-119.875,34.125,254,17.7,19.58
-119.875,34.125,255,17.7,19.57
-119.875,34.125,256,17.7,19.56
-119.875,34.125,257,17.7,19.55
-119.875,34.125,258,17.7,19.54
-119.875,34.125,259,17.7,19.53
-119.875,34.125,260,17.7,19.52
-119.875,34.125,261,17.7,19.5
-119.875,34.125,262,17.69,19.48
-119.875,34.125,263,17.69,19.46
-119.875,34.125,264,17.68,19.44
-119.875,34.125,265,17.68,19.42
-119.875,34.125,266,17.67,19.39
-119.875,34.125,267,17.66,19.36
-119.875,34.125,268,17.65,19.33
-119.875,34.125,269,17.64,19.29
-119.875,34.125,270,17.63,19.26
-119.875,34.125,271,17.61,19.22
-119.875,34.125,272,17.6,19.18
-119.875,34.125,273,17.59,19.14
-119.875,34.125,274,17.57,19.1
-119.875,34.125,275,17.55,19.06
-119.875,34.125,276,17.53,19.02
-119.875,34.125,277,17.52,18.98
-119.875,34.125,278,17.5,18.94
-119.875,34.125,279,17.48,18.91
-119.875,34.125,280,17.46,18.88
-119.875,34.125,281,17.44,18.85
-119.875,34.125,282,17.42,18.82
-119.875,34.125,283,17.4,18.79
-119.875,34.125,284,17.38,18.77
-119.875,34.125,285,17.36,18.75
-119.875,34.125,286,17.34,18.73
-119.875,34.125,287,17.32,18.71
-119.875,34.125,288,17.3,18.69
-119.875,34.125,289,17.27,18.67
-119.875,34.125,290,17.25,18.65
-119.875,34.125,291,17.23,18.62
-119.875,34.125,292,17.21,18.6
-119.875,34.125,293,17.19,18.57
-119.875,34.125,294,17.16,18.54
-119.875,34.125,295,17.14,18.52
-119.875,34.125,296,17.12,18.49
-119.875,34.125,297,17.09,18.47
-119.875,34.125,298,17.07,18.44
-119.875,34.125,299,17.04,18.42
-119.875,34.125,300,17.01,18.39
-119.875,34.125,301,16.98,18.37
-119.875,34.125,302,16.96,18.35
-119.875,34.125,303,16.93,18.33
-119.875,34.125,304,16.89,18.3
-119.875,34.125,305,16.86,18.28
-119.875,34.125,306,16.83,18.25
-119.875,34.125,307,16.79,18.22
-119.875,34.125,308,16.76,18.18
-119.875,34.125,309,16.72,18.14
-119.875,34.125,310,16.67,18.1
-119.875,34.125,311,16.63,18.05
-119.875,34.125,312,16.58,18
-119.875,34.125,313,16.54,17.95
-119.875,34.125,314,16.49,17.89
-119.875,34.125,315,16.43,17.84
-119.875,34.125,316,16.38,17.78
-119.875,34.125,317,16.32,17.72
-119.875,34.125,318,16.26,17.65
-119.875,34.125,319,16.2,17.59
-119.875,34.125,320,16.15,17.53
-119.875,34.125,321,16.09,17.46
-119.875,34.125,322,16.03,17.4
-119.875,34.125,323,15.97,17.34
-119.875,34.125,324,15.91,17.29
-119.875,34.125,325,15.85,17.23
-119.875,34.125,326,15.79,17.18
-119.875,34.125,327,15.73,17.12
-119.875,34.125,328,15.67,17.07
-119.875,34.125,329,15.62,17.01
-119.875,34.125,330,15.56,16.96
-119.875,34.125,331,15.51,16.9
-119.875,34.125,332,15.45,16.85
-119.875,34.125,333,15.4,16.79
-119.875,34.125,334,15.35,16.74
-119.875,34.125,335,15.29,16.68
-119.875,34.125,336,15.24,16.62
-119.875,34.125,337,15.19,16.57
-119.875,34.125,338,15.14,16.51
-119.875,34.125,339,15.09,16.46
-119.875,34.125,340,15.05,16.42
-119.875,34.125,341,15,16.37
-119.875,34.125,342,14.95,16.33
-119.875,34.125,343,14.91,16.29
-119.875,34.125,344,14.86,16.25
-119.875,34.125,345,14.82,16.21
-119.875,34.125,346,14.78,16.17
-119.875,34.125,347,14.74,16.13
-119.875,34.125,348,14.71,16.08
-119.875,34.125,349,14.67,16.04
-119.875,34.125,350,14.64,16
-119.875,34.125,351,14.6,15.97
-119.875,34.125,352,14.57,15.93
-119.875,34.125,353,14.54,15.89
-119.875,34.125,354,14.51,15.86
-119.875,34.125,355,14.48,15.82
-119.875,34.125,356,14.45,15.78
-119.875,34.125,357,14.42,15.74
-119.875,34.125,358,14.39,15.71
-119.875,34.125,359,14.37,15.67
-119.875,34.125,360,14.34,15.63
-119.875,34.125,361,14.31,15.6
-119.875,34.125,362,14.29,15.56
-119.875,34.125,363,14.26,15.52
-119.875,34.125,364,14.24,15.49
-119.875,34.125,365,14.22,15.45
-119.875,34.125,366,14.2,15.42
